"","Album","Song","Lyrics"
"123","JEFFERY"," pick up the phone by young thug travis scott "," Yaaah, oh, yaaah, uhh Ooooh, Thugger Yeah, Travis Scott Thugger, Thugger, baby Yaah I pour a four up (ooh, ooh) I call your hoe up (yahhh) Just to fuck her and show her (just to fuck) I just went, got my dough up (I just went, got my dough up) Pullin' off and I'm gone (skrrt, skrrt) Then I go and pour four up (then I go and pour four) Then I roll up that roll up (roll up, roll up) Then I'm callin' your hoe up (callin' your hoe) (Like, brrrrr) Pick up the phone, baby (yahhh, ooh, like, brrrrr) I know you're home, baby (ooh, it's lit) I'm in the zone, baby (zone, drive, straight up) I just poured up a four baby (pour it up, yah, yah) Never will I cheat on you (yahhh) Never will I commit treason Blowin' a bag on you (yahhh) Do all of that for no reason I'ma pull up and murk too (ooh, yahhh) Hittin' the block and I'm bleedin' Throwing that Rollie on you (yahhh) I like the way it be freezin', yeah (Like, brrrrr) Pick up the phone, baby (ooh, like, brrrrr) I know you're home, baby (ooh, it's lit) I'm in the zone, baby (zone, drive, straight up) I just poured up a four baby (pour it up, yeah, yeah) Pour up a four of that Actavis (yeah) Lean like my mothafuckin' granny did (woo) Super Bowl ring with big body Benz (ayy) I stack it up now I'm just better livin' (cash) Got screws in my mouth, I'm just preppin' it (hah) I'm fucking this cash, I’m not celibate (hah) I'm packin' it up like a reverend (whoa) I need all this cash, I got hella kids (woo) I'ma play dumb and get left in the middle (yeah, yeah) Back the fuck up, you too little (whoa, whoa) Hit 'em with three like I'm Miller (yeah, yeah) I don't talk to no man in the middle (uh-uh) I don't talk to no man, I'm just kiddin' (I swear) But I did pay my sister's tuition (woo) I feel lucky, I should play the lottery (yeah) Walkin' off with it like Sonny Liston (whoa) Mama told me I'm her brightest star (yah) Mama told me don't hate on the law (oww) Because everybody got a job (what?) Because everybody wanna be a star (real shit, real shit) Please believe every motherfucker around here wan' be a part (swear, swear) She gon' do anything in her power to be with ya' boy (Like, brrrrr) Pick up the phone, baby (ooh, like, brrrrr) I know you're home, baby (ooh, it's lit) I'm in the zone, baby (zone, drive, straight up) I just poured up a four, baby (pour it up, yeah, yeah) Never will l cheat on you Never will I commit treason Blowin' a bag on you Do all of that for no reason I'ma pull up MR2 Hittin' the block and I’m bleedin' Throwin' that Rollie on you (ayy, ayy) I like the way you be freezin', yeah (Quavo) Pick up the phone Macaulay Culkin' baby, Home Alone (alone) I thought I was right Then I had to man up, I was wrong (I was wrong) I hate when we fight (hey) She in love with the pipe (pipe) I draped her up in ice, I pour my four on ice (ice) Birds in the trap sing Brian McKnight Percocet and Codeine please don't take my life She had a dream with Céline So I bought it twice (Céline) Young nigga make it right back tonight Girl, you're so cute and your ass is nice Drinkin' on four and I'm shootin' dice Wrist polar bear, Klondike And I'm loving all races, hell nah don't discriminize (no) Drinkin' on clean, sanitize (drank) Ostritch seats with the frog eyes (skrrt) If I ever call your phone baby (brrrrrr) Best believe it's only one time (Brrrrrr, like, brrrrr) Pick up the phone, baby (ooh, like, brrrrr) I know you're home, baby (ooh, it's lit) I'm in the zone, baby (zone, drive, straight up) I just poured up a four, baby (pour it up, yeah, yeah) Never will l cheat on you Never will I commit treason Blowin' a bag on you Do all of that for no reason I'ma pull up and MR2 Hittin' the block and I’m bleedin' Throwin' that Rollie on you I like the way you be freezin', yeah Pick up the phone (Pick up the phone) I'm in the zone, pick up the phone, baby I'm in the zone"
"124","BEAUTIFUL THUGGER GIRLS"," family don t matter "," Yeah, whaddup? I'm tryna put my dick inside of your panties, yeah And then I take this shit for granted I'm at Rolling Loud, right there, rolling out Smokin' Backwoods and holdin' bae I was gettin' protected by my savages Yellow school buses, that's a Xanny Causin' me to sleep and I ain't plan it (yeehaw) I got some jobs all day Roll out the jar all day I be on Mars all day I'm with the stars all day, uh Boss all day Roll up the raw all day Babysit your dog all day 'Bout to watch you jog all day Like family don't matter, oh, oh What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? Bagged a bad bitch, I got a foreign son Tommy gun, found a real Tommy gun I dropped a milli' on my chain like I know Barry Bonds And I got a head full of hair like I'm from Amazon, uh Glaze that ass like a candle honey, uh Ferragamo shower shoes for me, uh Lightbulb, neck got jewels on it, uh Like an old school, I got some pull, don't I? Huh? Sayin', abracadabra Abracadabra, kill all you bastards I don't want no wrassle The bread ambassador No nothin' else matter to him I'm ballin' like Patrick Ewing Turn up on you bastards I'm in a Ghost like Casper Everything go smooth for me like I got my Masters Fubu Platinum up, birds in the Acura Albums platinum and up, I'm killin' these bastards Like family don't matter, oh, oh What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? Country Billy made a couple milli' Tryna park the Rolls Royce inside the Piccadilly Oh, he had a couple stripes actually (of course) Got another half a milli' in white tees, of course (don't you panic) Don't you take this shit for granted, don't you panic When I put my D in your pants, don't you panic When I catch up with your bitch, you know I'm smashin' I can put her on her feet, oh, oh head gasket You gotta tell me what's wrong I can't wait to deep stroke to the mornin' 'Bout to put my dick in your mouth right when you yawn You gotta put that puss' on my lips whenever I'm on one I thank the red doll, so I whip my bum bum I'm 'bout to fuck somebody girl off this rum, rum (go 'head) I'm chasin' all of these rats like I was Tom (yeah) But it ain't even matter, I was tryna kill these bastards Like family don't matter, oh, oh What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? Rollin' through the W6 You feelin' me, I'm feelin' you Fallin' deep, too deep Purple dreams to catch myself (to catch myself) I be havin' nightmares shaped like you You be blowin' smoke clouds shaped like me I be havin' nightmares shaped like you You be blowin' smoke clouds shaped like Two cups, can I drown in my mind, too? Hear the track, spin it back, catch a vibe, too This the shit that be bad, so bad it's good for you, ayy I just thought that you should know Take a hit, we can sip like it's medicine Chemistry, remedy, there's no better than... This the shit that be bad, so bad it's good for you, hey So bad, hey Like family don't matter, oh, oh What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? What's poppin', what's the deal? My heart so cold, I need a Icebox My heart so cold, I need a Icebox Icebox Jewelry I need you, come and rescue me"
"125","BEAUTIFUL THUGGER GIRLS"," tomorrow til infinity "," (Hope I see you, tomorrow I'm tryna see you, tomorrow) Yeah, I'm the black Christian Grey, you know what I'm sayin'? (I wanna be you, tomorrow) I got fifty shades of baes with me, fifty different bitches Yeah! I want to see you I want to see you I'ma see you, tomorrow Ooh I'ma see you Can't wait to see you I'ma see you, tomorrow I know you ride ride ride I got three bitches on the slide I put some Forgis on my ride Me and my dawgs headed to the sky Cloud nine calling me Couple bad bitches, too I got money on me Listening to ""Digits"", ooh Feet up, baby girl, let's live PJ money, yeah, Bentley's gonna deliver, mm Two racks for my shoes, my Jimmy Choos My bitch in Chanel, pity the fool I got Chanel on my socks, ayy Silk and Versace her crotch, ayy Ben and Jerry, 'bouta eat her ice cream I came from pillar to post Ice in my bag, my back on froze Penthouse home, Chicago Yeah, that my second home I'm in Atlanta, though I just got back home I got my money now Tat my ribs, Hillstone, yeah I just wanna see tomorrow I'm tryna see tomorrow Let's fly away, long time, ain't late I was speed racing I know you ride, ride, ride But I'm tired of trying No matter what, you gotta stay by my side Right or wrong, you better ride or die 'Til infinity, 'til infinity, 'til infinity, 'til infinity Ride, ride, ride, 'til infinity I'm about to buy you your own ride I don't need you involved in homicides Got this weed from Texas you think you fried I'm 'bout to fuck this ho outside Horses make my three-wheeler slide Actavis gang 'til I (yeah) die Shawty was weak, oh-oh, gangbangers Shawty was weak, oh-oh Hold up, money is the reason I arrived Bitch, I keep a knife like Michael Myers I was 'bout to stab 'em thirty times like porcupines And I got rainbow diamonds on like Mike 'n' Ikes Oh, yeah Oh, yeah Oh, yeah Oh, yeah I know you ride, ride, ride But I'm tired of trying No matter what, you gotta stay by my side Right or wrong, you better ride or die 'Til infinity, 'til infinity, 'til infinity, 'til infinity Ride, ride, ride, 'til infinity I wanna see you, tomorrow I'm tryna see you, tomorrow I'm tryna see you, tomorrow Tomorrow"
"126","BEAUTIFUL THUGGER GIRLS"," she wanna party "," Drinks in the air Rich nigga, put that Ace of Spades in the air Mack a couple bitches, yeah, we played everywhere Shake it up and pop it, now we sprayed everywhere And we be saucin' I love her, so you know I got her flossin' I'm not a dentist, but a nigga flossin' I'm fresh to death, they say I should be coffin I'm 'bout to turn it up She wanna party with a real nigga She wanna party with a real nigga Shawty wanna party with a real nigga She wanna party with a real nigga She wanna party, she wanna party She wanna party, she wanna party Twist it like a Tootsie Roll, Roll, Roll Like a movie play your fuckin' role, role, role Can't believe my circle small like Cheerios Hate to say it, but it saved another Bankroll She tryna pop it all for me Lil shawty tryna drop it all for me But I see right through her body That she just want her money, she not vibin' And if you look, that shit is what I'm poppin' I left you with a brick, better re-rock it Fucked her good, now her heart is in my pocket Her heart beatin', mind racin', but we gotta pace it Sit on my face, that pussy wet like she fresh out the lake and I milked this place, I beat the case, crank up my generator I got some X, I got some syrup, I'm smokin' turtle tank and And we be saucin' I love her so you know I got her flossin' I'm not a dentist but a nigga flossin' I'm fresh to death, they say I should be coffin I'm 'bout to turn it up She wanna party with a real nigga She wanna burn it up She wanna party with a real nigga Do it with a real nigga Shawty wanna party with a real nigga She wanna party with a real nigga Now she wanna party, she wanna party She wanna party (shawty wanna party), she wanna party I wanna know if you gon' roll with me I'm tryna see if you gon' stroll with me Jeffery tryna roll, ayy You should try livin' with a gangster Stay down with me if I'm banged up I'ma do or die with you no matter what No matter what Everything about you please me Darlin' I'm hungry, I wan' eat that pussy From you, away could never push me, darlin' I want you for real And if you feel like I wasted your time, I reimburse Now I don't mind puttin' a little interest on it Okay about you, I'm ready to kill I'ma come back on it, appeal Look at my kick game, reimbursin' And I might put a lil interest on it Drinks in the air Rich nigga, put that Ace of Spades in the air Mack a couple bitches, yeah, we played everywhere Shake it up and pop it, now we sprayed everywhere And we be saucin' I love her, so you know I got her flossin' I'm not a dentist, but a nigga flossin' I'm fresh to death, they say I should be coffin I'm 'bout to turn it up She wanna party with a real nigga She wanna burn it up She wanna party with a real nigga Do it with a real nigga Shawty wanna party with a real nigga She wanna party with a real nigga Now she wanna party, she wanna party She wanna party (shawty wanna party), she wanna party"
"127","BEAUTIFUL THUGGER GIRLS"," daddy s birthday "," Just a typical day in New York, you know what I'm sayin' I'm high as fuck, yeah Diamonds on me Dropped out of school and bought myself a chain I must've taught myself a million things I'm out the trap, I can sell anything I wish I would allow myself to hear this old dream I pray my daughter never ever experience no train I told her Colgate, baby you gotta keep your teeth straight Yeah, bae, I'm flexing, ex textin' (hold on, woah I'm just textin') Brand new 'Rari, Smith and Wesson (brand new 'Rari, woah, skrt) Made myself a balla, want my credit, yuh Speaking of credit, bellhop owe me, I got credit, yuh Vrrrm, V12, y'all ain't ready at all (skrt) Trapping B's, I'm like ""hurry up and buy"" Extra Draco for my pops, 'cause his birthday 4th of July I'm so busy it's making me feel like I'm in and out my kids' lives (hey!) Ooh, ooh, ooh, ooh (I’m the father of six babies) Oooh (you know what I'm sayin?) New coupe, new shoes (new coupe, brand new shoes) Ooh, ooh, ooh, ooh Red bottoms, I'm kicking shit, I'm flossing on you fools (flossin' on you) Cameltoe big, I see the print inside her suit (cameltoe) Rose gold my jewelry up, and I'm in and out it too (in and out it) Fuck 'em by the two and let them travel with a few (fuck 'em hoes) All this fuckin' money got me switchin' out my boo I'm livin' right and I ain't ever read a book Chanel vintage, you can put it on the books The way I whip that pot, they charging me with cruelty, ayy Yeah, don't try to stop me, don't you try to knock me You see me got these crackers in the backpack You gotta forgive my heart, I don't mean to stunt like that (I don't mean to do that to you, you know what I'm sayin') Red bottoms on, I'm at Met Gala (I'm 'bout to spaz) Ain't playin', yeah, I want every problem (bitch I'm 'bout to spaz) Two thousand dollars for the newest snake collar (snake, yeah) Vintage swagger (vintage swag), head dollar (ain't playin') Rock clean, Balmain (c'mon let's get it) Vintage swag (just vintage hoe), New Celines (just want my glasses) Hands dirty (hey), watch me turn them clean (clean, clean) Lil shawty hot (magic), kerosene I'ma kill by any means, favorite sound ching-ching I spray her face with my genes, I'ma turn up with my team New condo on 17th (new condo hoe) I turn none to something (I turned nothin' to somethin') AP match my jeans (AP), Converse is McQueen (woah) Patek for my queen (swag), gambling for these coins Mattress in front of the swing (uh-huh), private jet living (pussy ass nigga) I'm on go like beam (I'm on go), new Backwoods no strings I put ice in my cup, indoor pool, no chlorine Dropped out of school and bought myself a chain I must've taught myself a million things I'm out the trap I can sell anything I wish I would allow myself to hear this old dream I pray my daughter never ever experience no train I told her Colgate baby you gotta keep your teeth straight Ooh, ooh, ooh, ooh, ooh, ooh Ooh, New coupe, new shoes (new coupe, brand new shoes) Ooh, ooh, ooh, ooh Red bottoms, I'm kicking shit, I'm flossing on you fools (flossin' on you) Cameltoe big, I see the print inside her suit (cameltoe) Rose gold my jewelry up, and I'm in and out it too (in and out it) Fuck 'em by the two and let them travel with a few"
"128","BEAUTIFUL THUGGER GIRLS"," do u love me "," Ayy We got London On Da Track Ayy Rose gold Rolex, who you are They don't know, who you are Vroom, adiós, I steer a foreign car, ho Shawty mine, finesse her right out her barcode She get clean like Windex when she want to She can read a nigga's texts when she want to No tats up on your shirt, she'll never want you Hop out the Benz coupe Fuck me, suck me L-O-V-E, do you love me? In the tubby, poppin' bubbly Smokin' musty, I love me Love, lo-lo-love, love, love, love me Fall deep in love, love, love with me Baby girl come suck me and fuck me Drankin' bubbly, we get thuggish and rugged Tell 'em who you are Don't you know who we are? These women know who we are Plenty Benjamins on me and my squad When you a prince, nigga, your doors ajar Actin' like you don't know who we are, but you do I know you know who she was Twerk it, babe real slow motion, slow Roll slow, roll slow-motion Lick your body while I give you a massage Ain't talkin' Nicki, I'm 'bout to have a Ménage à... Twat, on my face, all day Hold up, got a K, 'bout to spray Hold up, bust in her hair, Milky Way Hold up, kick shit, Johnny Cage, yeah Hold up, she the bomb like a damn grenade Hold up, light skate, intake Turnt, outta state, in state Burnt out bitch, stop, ayy You need, yeah, lessons, watch, bae (watch bae) You thinkin', yeah, I'm broke, you need to, awake (fool) A hundred, racks, three, a week (cash) Say no to freaks, I count it, like geeks (yeah) It's mounted, with T's I ain't gotta remind these hoes They know who we are Do you know who we are? These women know who we are Plenty Benjamins on me and my squad When you a prince, nigga, your doors ajar Actin' like you don't know who we are, but you do I know you know who she was Twerk it, babe, real slow-motion Money green like camouflage STD, I'm takin' over your ward Homegirl fine, body smooth and all Planned on havin' more kids than God, damn I turned up her closet, now she look like a Barbie Now my drinks are clean, I fill 'em up with that oil Bumped my self esteem and now I think I'm adored Let me in the door or else I'll come through the walls (walls) I haven't lied in days, for you Treatin' myself like I got AIDS for you I ain't fuck none of these lil' girls like I got AIDS for you, ayy I got nine lives, I'll blaze for you I'll set it down in days for you Shawty pubics, shaved Her eyes hazel, too Rose gold Rolex, who you are They don't know, who you are Vroom, adiós, I steer a foreign car, ho Shawty mine, finesse her right out her barcode She get clean like Windex when she want to She can read a nigga's texts when she want to No tats up on your shirt, she'll never want you Hop out the Benz coupe Fuck me, suck me L-O-V-E, do you love me? In the tubby, poppin' bubbly Smokin' musty, I love me Love, lo-lo-love, love, love, love me Fall deep in love, love, love with me Baby girl come suck me and fuck me Drankin' bubbly, we get thuggish and rugged"
"129","BEAUTIFUL THUGGER GIRLS"," relationship "," Yeah, shinin' hard 'cause we back up (back up) Rose gold from your neck up (young BL$$D, boy, you saucin') You know shit gon' get sloppy, tryna check us (check us) Pop an X pill like we Malcolm (young BL$$D, boy, you saucin'), yeah (BL$$D) I'm in a relationship with all my bitches, yeah I need to cut some of 'em off, I need help I got some bad tings, I want her to myself Had to take the time to cut 'em off, I need help I know how to make the girl go crazy When you treat her like your number one baby Put my bitches on yachts, we don't do jet-skis Put your ice on rocks, they need to help me No baby, your collection, won't stand for it You know you're in relationship with all us I get a few texts a day sayin', ""It's all yours"" I got a few states on speed dial like good drugs Get in your bag, uh, yeah, get in your bag, uh Hundred new purse for a brat, uh Comin' down the street, new Jag (skrt) Turbo bitch 'bout to drag, nigga had M's 'fore ass Got a brand new bitch, who that? Rock the flooded AP, all black White toes, get me a tan, cocaine, killing time All a bitch wanna do is shine, Audemars, pick which kind I made you a starter, you went from a dime to a quarter I Chico DeBarge it, I'm leaving that loud in apartments, yeah Don't play with a sergeant (ah), I'm ready to spoil it (ah) She suck on my dick (yeah), I'm hidin' in the closet (uh) I'm higher than the moon, three mil' in the room You get silver spoon, I bought you some goons Shinin' hard 'cause we back up (back up) Rose gold from your neck up (yeah) You know shit gon' get sloppy, tryna check us (check us) Pop an X pill like we Malcolm, yeah, hey I'm in a relationship with all my bitches, yeah I need to cut some of 'em off, I need help I got some bad tings, I want her to myself Had to take the time to cut 'em off, I need help I know how to make the girls go crazy When you treat her like your number one baby Put my bitches on yachts, we don't do jet-skis Put your ice on rocks, they need to help me I don't do jet-skis, give me the yacht please I made you queen status, check out my lean status I'm in a relationship with all my bitches, yeah I put my dick inside her mouth before she left Yeah, I built relationships with all my bitches, yes I put my dick right in her mouth before she act I got your bitch in a backpack I paid extra for the crib, it got a kid shack I paid extra for the crib, it got a game room Got a penthouse in the back, it ain't my main room Tamika, Jo and Porsche they kept it silent That's the only reason I let 'em fly private Shinin' hard 'cause we back up (back up) Rose gold from your neck up (yeah) You know shit gon' get sloppy, tryna check us (check us) Pop an X pill like we Malcolm, yeah, hey I'm in a relationship with all my bitches, yeah I need to cut some of 'em off, I need help I got some bad tings, I want her to myself Had to take the time to cut 'em off, I need help I know how to make the girl go crazy When you treat her like your number one baby Put my bitches on yachts, we don't do jet-skis Put your ice on rocks, they need to help me"
"130","BEAUTIFUL THUGGER GIRLS"," you said "," So what's up with all that goddamn tough talk you had earlier on the phone, you know what I'm saying? When you said you was gon' goddamn do this and that to me when you saw me? (freaky-deeky) Where all that at? Oh I thought so You got high a level of confidence, you know what I'm saying You said you gon' fuck me to death when you see me You said that, you said that You said you gon' do me the worst, I remember you right when you said that You said you gon' kiss from my neck to my chest to my naval and dick and nuts We talked about everything, then you know that we got us some making up I lick on that puss on a pill, and I make her stand up like some bunny ears I bite on her butt and I suck on her toes and her soul go outta here She look at him like he roadkill and I turned 'round her life like I'm Dr. Phil Let's get freaky deeky 'round here Say now, ooh, ooh, ooh Say now, ooh, ooh, ooh (I want you to say now) Say now, ooh, ooh, ooh (I want you to say now) Say now (Jeffery!), ooh, ooh, ooh I got the door unlocked And I know right now she'd rather have my dick than a watch (facts) And I'm not right about everything, but I got a strong feeling she'll take me a charge if we run into the narcs And I'm seeing all your emotions, came a long way from roaches Unwrap the birds, get to rolling I ain't never needed nothing brodie All full pocket, macaroni Rose-gold AP like a token Bought that bitch a mink, now she cozy Rather go to jail, I ain't told 'em I get excited when I see you I'd rather freeze up and get shy when I see you I'm daydreaming and I’m steady just strappin' our child in the rearview If you a cool one you a real one Let's go to Africa, to the Pilgrim You said you gon' fuck me to death when you see me You said that, you said that You said you gon' do me the worst, I remember you right when you said that You said you gon' kiss from my neck to my chest to my naval and dick and nuts We talked about everything, then you know that we got us some making up I lick on that puss on a pill, and I make her stand up like some bunny ears I bite on her butt and I suck on her toes and her soul go outta here She look at him like he roadkill and I turned 'round her life like I'm Dr. Phil Let's get freaky deeky 'round here Say now, ooh, ooh, ooh Say now, ooh, ooh, ooh (I want you to) Say now, ooh, ooh, ooh (I want you to) Say now (say now), ooh, ooh, ooh Last week she told me we ain't gon' make it past this day We in my house, she wanted me to leave, but where am I gonna stay? She hid the keys in the attic, she even tried to hide my Patek Please stop being petty, I don't want no more spaghetti My side bitch in the driveway, yeah Waiting on you to leave, bae, yeah You gotta know, yeah, the time changed I don't know what's on your mind frame But I gotta go and gangbang The streets mine so I switch lanes You said ""I won't change"" (won't change) You said ""I won't change"" (won't change) I regret I put you up on game (regret it) I regret I told your mama ""Life would change,"" (momma) Yeah, out of all the cash, I put on her Out of all the bags, I put on her And I said I don't brag, I don't boast Since you popped the tags, I don't want 'em And my niggas they been placed the vote But you needed to get off the boat I can't blame it on me I said ""No"" Got her head so big it explode You said you gon' fuck me to death when you see me You said that, you said that You said you gon' do me the worst, I remember you right when you said that You said you gon' kiss from my neck to my chest to my naval and dick and nuts We talked about everything, then you know that we got us some making up I lick on that puss on a pill, and I make her stand up like some bunny ears I bite on her butt and I suck on her toes and her soul go outta here She look at him like he roadkill and I turned 'round her life like I'm Dr. Phil Let's get freaky deeky 'round here Say now, ooh, ooh, ooh Say now, ooh, ooh, ooh (I want you to) Say now, ooh, ooh, ooh (I want you to) Say now (say now), ooh, ooh, ooh Let's make our last toast, she gets the last gulp I got some Actavis yeah, I want the last dose I got a good cash flow, but I don't want the fast dough Young Thugger got filthy rich, I came right out the rat-hole (facts) I smoked a whole leaf, I'm drinking codeine I want some head and knees, I don't want no teeth I should've called off, I'm bout to OD In her mouth like a golf ball, my two homies Lay it up on me, I make her squirt on the couch, eww Private party, only broads here We pass forty caps, no beers (got the forty capsule) Every diamond on me crystal clear Molly on me, baby, take it off of me (off of me) CAT scan, white stuff on my jeans (lap dance) Hit it from the back, loosen up her spleen Say you mine, I'ma take it off and raw dog You said you gon' fuck me to death when you see me You said that, you said that You said you gon' do me the worst, I remember you right when you said that You said you gon' kiss from my neck to my chest to my naval and dick and nuts We talked about everything, then you know that we got us some making up I lick on that puss on a pill, and I make her stand up like some bunny ears I bite on her butt and I suck on her toes and her soul go outta here She look at him like he roadkill and I turned 'round her life like I'm Dr. Phil Let's get freaky deaky around here Say now, ooh, ooh, ooh Say now, ooh, ooh, ooh (I want you to) Say now, ooh, ooh, ooh (I want you to) Say now, ooh, ooh, ooh"
"131","BEAUTIFUL THUGGER GIRLS"," on fire "," Don't make him mad, he'll put that side bitch on him Don't make him mad, he'll put that side bitch on 'em You made him mad, he put you right back on the, shelf You made him mad, he put you right back where you started Ain't got no more wristbands― (Woah, woah, woah, woah) Yeah 'bouta stack up my figures (Woah, woah, woah, woah) Fuck you thought? Pussy ass nigga Hop off a jet (hop off a jet) Hop off a jet (hop off a skrrt) Hop off a jet (hop on a jet) Hop off a jet (hold on!) Shot that boy so many times he caught on fire Every single night I'm spittin' fire Tryna count my profit, baby watch 'em I'm tired of one, I need to threesome (yeah) I need a threesome (threesome, yeah) Girls give me the threesome (oh) Three, three, three, three, three, three, threesome Push your head up and be strong Every city I leave I lean on Ashes in the Bentley, I'm that raw Wooden room in my Japanese home Rockin' Guess in my Japanese drawers (rockin' Guess) My friends signed my Japanese wall Vintage clothes, they kinda cost I think you lost, baby girl I think you lost but Don't make him mad, he'll put that side bitch on him Don't make him mad, he'll put that side bitch on 'em You made him mad, he put you right back on the, shelf You made him mad, he put you right back where you started Ain't got no more wristbands but I got bands on me Ain't got no more wristbands but I got bands on me I'm in love with my clan, 'bouta tat they names on me You can't trick me like I got the answers tatted on me And ain't got no scratches on me I got a ratchet ho and I got this ratchet on me My life like dominoes, I can't make mistakes lil' homie Ayy, I ain't got no scratches nowhere I got good skin like a Covergirl You can come and chill with me Let's drink a pint of codeine Plus when she on syrup she a lil easy Breezy Beautiful Thugger Girls with me Enjoy the wealth until you're gone Pillsbury Doughboy on strong Wearing the seat belt just 'cause my son I put a puddle on the neck of my son I got some Act, I got some red in my tummy I want some velvet on my Maybach in a month I got the Benz, still ain't traded in or nothin' I got like twenty cars, baby pick one Don't make him mad, he'll put that side bitch on him Don't make him mad, he'll put that side bitch on 'em You made him mad, he put you right back on the, shelf You made him mad, he put you right back where you started Ain't got no more wristbands but I got bands on me Ain't got no more wristbands but I got bands on me I'm in love with my clan, 'bouta tat they names on me You can't trick me like I got the answers tatted on me And ain't got no scratches on me Got bloody, murder on my boots, mm You kick 'em, that bitch the swoop, mm How dare you, I kick ya ruler (hrrah, mm) My chains, I'm Rick the Ruler, mm That's foreign, ain't old school, mm We killin', ain't tryna sue you, mm Came a long way from ramen noodles, mm 2017 Porshes zoom, mm I see you eatin' girl, you full, mhm Got Molly in my Red Bull, ah-huh I'm with the dogs, and yeah we cruel, uh-huh Everything you do be fire like you Don't make him mad, he'll put that side bitch on him Don't make him mad, he'll put that side bitch on 'em You made him mad, he put you right back on the, shelf You made him mad, he put you right back where you started Ain't got no more wristbands― (Woah, woah, woah, woah) Yeah 'bouta suck on my figures (Woah, woah, woah, woah) Fuck you thought? Pussy ass nigga Hop off a jet (hop off a jet) Hop off a jet (hop off a skrrt) Hop off a jet (hop on a jet) Hop off a jet (hold on!)"
"132","BEAUTIFUL THUGGER GIRLS"," get high "," Ay yo nephew I think it's time to put some of that real sticky-icky-icky in the motherfuckin' air But in a Backwood, ya dig? I wanna get high, yeah 'Bouta go call my go-to guy, yeah Got no Backwoods, fly yeah I'm 'bout to break one down with my supplies, yeah Roll up some gas, I'm not talkin' a car Shawty she bad, fuck 'round take her to the stars Brand new dash, I got brand new cash Brand new chick, got her brand new ass Give the password, psych 'Bout to drink a whole lot of syrup, aight But the Bentley coupe missing, the stash on the curb Watch the city go missing, the young nigga ran off with lil biddy birds Fuck you talkin', bitch you ran off on 'em How these lil handcuffs and you cops can't cuff me In the back of the cab, this ho sucking dick from the front seat This her aftermath, like I got 50 Cent on me (straight stacks) Trap spot's like a store Nigga got a couple choppers on the floor Watch that door (watch that door) Watch that door (you gotta watch that door) Watch that door I roll up two point fives Happy four twenty, roll up two point fives Way too stoned, don't remember these guys Hold up, so high I'ma risk my life, ain't even tryna go to these skies Hold up strollers I want the whole cut I make a slut slut I eat it cold cut Hair getting longer Weed getting stronger 'Bout to strong arm her 'Bout to go and bone girl She got a cameltoe, I call her Marlboro I take you from the stars, take you to my world But she didn't get a chance to get my number She missed out on llama, she missed out on me and my mama I wanna get high, yeah 'Bouta go call my go-to guy, yeah Got no Backwoods, fly yeah I'm 'bout to break one down with my supplies, yeah Roll up some gas, I'm not talkin' a car Shawty she bad, fuck 'round take her to the stars Brand new dash, I got new cash Brand new chick, got her brand new ass With a lot of old money Everybody want somethin' from me Got to keep my hands on the steering wheel 'Cause I foot the bill and I shoot to kill And I slide around in that Snoop DeVille And my gas tank is on full Stack goods, them Backwoods We cock back and we pull Bubblegum, cookies, OG, and KK We like Craig and Dae Dae, who gives a fuck what they say? I be out here gettin' it, gotta get it 'cause I got it on I'm the same nigga that you bitch niggas plotted on It ain't as easy as I make it look See what I'm sayin', I ain't playin', nigga take a look We on that G shit, nigga we lit, and I'm seasick for real Thugger Thug, what it does, let's get this motherfuckin' money cuz I mean that new money, that blue money with new faces Them new cases and new bases and new aces Florida-anapolis, ain't no stoppin' us Power preaches patience Balling in two places Exchanges, smoke faces Count this money on a PJ in my PJs Goin' fast, get in tussles on the E-way Smoking on that OG I flooded my AP, got me a Rollie I got a bad bitch and I call her dopey And her head dope And she suck me off the perky, keep her hands off I don't fuck with vapors but I'm high-igh-igh I got a bad bitch, I know she bi-i-i-i-i I wanna get high, yeah 'Bouta go call my go-to guy, yeah Got no Backwoods, fly yeah I'm 'bout to break one down with my supplies, yeah Roll up some gas, I'm not talkin' a car Shawty she bad, fuck 'round take her to the stars Brand new dash, I got new cash Brand new chick, got her brand new ass See man, a lot of you niggas think you can smoke with us But umm This shit is a marathon man This ain't no motherfuckin' umm, hundred yard dash Man step back You ain't in our league Thugger Thug, Doggy Dogg Nephew we on We out"
